ID,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20
0xe3ab,-0.4830323765531019,-0.8767694694953834,0.8507224247852258,-0.8275748878606333,-0.099426286998603,1.0367143433146069,1.678030473023956,1.314284249355441,-0.8824001531661484,0.2650422919027813
0x1bee7,-0.4830323765531019,-1.1528686952514222,0.8681612311065734,-0.8275748878606333,-0.5523552967120607,-0.5921664508186296,-0.3506107953547446,1.7112611165313365,-1.6494490977779543,-0.5771424670431939
0x15616,-0.4830323765531019,-0.3245710179833057,1.4785194523537408,-0.8275748878606333,2.103947781702645,-0.2980885106218698,-0.3506107953547446,-0.1619976917961604,2.0906065316026234,1.7883499720311318
0x1e942,2.070254601018583,-0.0484717922272669,0.0310985276818865,1.2083498601378584,1.0006695188558703,-0.8245188598381147,1.678030473023956,-0.986474595736626,-0.1341085594370318,0.4247598417629972
0x1d682,-0.4830323765531019,1.0559251107968883,-0.0560955039248516,1.2083498601378584,-0.0396911532200595,1.88661182287134,1.0018167168977223,0.2218219796287326,0.7345506653156368,0.1967139238905715
0x9781,-0.4830323765531019,1.0559251107968883,-1.817414942380964,1.2083498601378584,-0.657212522284547,-1.475181598779835,-1.7030383076072115,-1.5426977285404504,0.107911144845182,-1.181014869144201
0x50d1,2.070254601018583,0.2276274335287719,-0.4135910335124783,1.2083498601378584,-0.1250458158325639,-1.0245884890943155,1.678030473023956,-1.1950593306793635,0.3727065145484332,-0.8166330803464655
0x19371,-0.4830323765531019,0.7798258850408496,-1.817414942380964,1.2083498601378584,0.4161424508725554,-1.0793037335873703,-0.3506107953547446,-1.2676017582814565,0.7278384298364124,-0.3818709628876176
0x25640,-0.4830323765531019,-0.8767694694953834,0.693773167893097,-0.8275748878606333,1.090055914066438,-0.0910785630526933,0.3256029607714889,1.060668062866106,-1.222443250350573,2.572967301919998
0x15047,-0.4830323765531019,-0.8767694694953834,1.5569940807998053,-0.8275748878606333,-0.5210788010741729,0.6245299638441547,0.3256029607714889,1.576207975313987,-1.4508238672672862,-0.5696487946767986
0x1c987,-0.4830323765531019,-0.3245710179833057,-0.0909731165675469,-0.8275748878606333,-0.1438499926509224,0.0774673653716902,0.3256029607714889,-0.1315088132346306,-0.3538543602059499,-0.4918125343524605
0x55df,2.070254601018583,0.5037266592848108,0.1270119624492986,1.2083498601378584,-0.3298862186309508,-1.412130058893049,-0.3506107953547446,-1.052375981584705,0.3299581466381846,-0.8189141118567324
0x17b8a,2.070254601018583,0.2276274335287719,-1.0849850768843623,1.2083498601378584,0.0973915152119573,0.2015128102916689,-1.0268245514809782,-1.281686254792552,1.3910764871666366,0.0191318882192812
0x21624,-0.4830323765531019,-0.6006702437393446,0.0398179308425604,-0.8275748878606333,2.349137501437659,-0.8078206657091169,1.0018167168977223,-0.3808035968108911,0.2974353363084455,2.0140648139443997
0x16cdf,-0.4830323765531019,1.0559251107968883,-0.8146835789034741,1.2083498601378584,0.2184935077249948,-1.2384179514523317,-1.0268245514809782,-0.4119423994187914,-0.0369220087966695,-0.8584569681640466
