ID,y,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
0xe3ab,0.0,0.2486998956083768,0.0815563139460885,-0.0131172228781649,0.51766581374279,-1.454224066289238,-0.8838571879351549,-0.6966222499434828,-0.4439423115601288,0.7991314632040921,0.7550248716429314
0x1bee7,0.0,-0.9001291368765567,0.0034460845701419,-0.0131172228781649,-0.5435644852769984,1.5735606560887891,0.5505234565928323,-0.9161727289391832,0.0846185474365748,-0.7427393751824826,-1.1465507301302036
0x15616,1.0,0.963526849154558,-0.0399484873053838,0.0741331945981133,-0.6951688137083968,1.9405648648618836,-0.8838571879351549,-0.2575212919520817,0.2712666007697857,0.4687305692641118,-0.723978374180618
0x1e942,1.0,-0.3895384557721418,1.7131922164658608,-0.1294511128465359,2.564324247566668,-0.2614603877766818,1.1652580185333985,0.4011301450350198,-1.1095986433591023,0.5788642005774386,-0.5126921962058252
0x1d682,1.0,-0.0321249789990513,-1.4980061023230526,-2.1362107148009364,-0.9225753063554942,0.8395522385426009,-0.2691226259945889,0.5109053845328702,0.1622509236017158,0.358596937950785,-0.9352645521554108
0x9781,1.0,-0.057654513054272,-1.1942440991943717,2.1099762690446062,-0.9983774705711934,0.9313032907358744,1.1652580185333985,0.9500063425242712,0.8758080832472654,1.680200513710706,0.7550248716429314
0x50d1,1.0,-0.3384793876617003,1.5743295864641782,-1.205539595053968,-0.1645536641985025,-1.5459751184825117,-0.4740341466414442,-1.245498447432734,-0.7759446011174332,0.4687305692641118,-0.5126921962058252
0x19371,1.0,-1.1043654093183226,-0.3523894048091701,-0.0131172228781649,0.2144571568799932,-0.3532114399699553,-1.2936802292288654,0.5109053845328702,0.8163449866101364,-1.1832739004357895,1.6001695835421024
0x25640,0.0,0.0189340891113901,-0.0659852304306994,-0.0131172228781649,-0.0129493357671042,0.1972948731896859,-1.703503270522576,-1.3552736869305844,-1.0947328691998202,-0.8528730064958093,0.7550248716429314
0x15047,0.0,-1.3596607498705302,-0.0399484873053838,-0.0131172228781649,-0.4677623210612992,1.023054342929148,0.5505234565928323,-0.5868470104456325,-0.4868878813536109,0.1383296753241315,-1.3578369081049964
0x1c987,0.0,-0.5427156601034663,-0.0312695729302787,-0.0131172228781649,-0.2403558284142017,-1.3624730140959644,0.345611935945977,0.7304558635285707,-1.4482079436538655,0.2484633066374582,0.5437386936681387
0x55df,1.0,-0.4405975238825833,-1.7583735335762078,0.8884704243767105,1.9579069338410744,-0.5367135443565024,-0.4740341466414442,-0.806397489441333,0.3191674286163621,0.358596937950785,-0.0901198402562396
0x17b8a,1.0,1.5251765983694143,0.3332448308241384,2.895230026331111,2.261115590703871,0.380796977576233,-0.4740341466414442,1.718433019009223,-1.3292817503796075,1.3497996197707258,-0.3014060182310324
0x21624,1.0,-0.7214223984900116,0.1683454576971402,2.77889613636274,1.351489620115481,0.380796977576233,-1.08876870858201,0.9500063425242712,0.4562629014186321,-1.4035411630624433,-0.0901198402562396
0x16cdf,1.0,1.2954107918724276,0.715117063328766,-0.1294511128465359,1.42729178433118,-1.637726170675785,0.345611935945977,0.5109053845328702,-0.4786291179317875,0.5788642005774386,1.3888834055673096
0x14c52,0.0,-1.7170742266436203,-0.3523894048091701,-0.0131172228781649,-0.8467731421397952,-1.0872198575161438,0.345611935945977,-0.806397489441333,0.3951480520971381,-0.7427393751824826,-0.5126921962058252
0x4548,1.0,-0.2874203195512588,-2.227034909831887,1.2374720942818236,-0.6951688137083968,-0.0779582833901347,-1.703503270522576,-1.1357232079348838,1.3382988348693814,0.9092650945174188,-0.0901198402562396
0xd96f,1.0,-0.261890785496038,2.719946283978061,-0.8565379251488549,-0.1645536641985025,0.0137927688031388,1.3701695391802535,0.0718044265414691,1.384547910031593,1.239665988457399,1.1775972275925168
0x1dd44,1.0,1.857060541087284,0.819264035830028,-0.1003676403544431,0.51766581374279,-1.1789709097094174,-1.9084147911694316,1.3891073005156722,1.0393315989993708,1.7903341450240329,0.966311049617724
0x7547,1.0,1.0911745194306617,1.973559647719016,0.8012200069004323,0.2902593210956924,-0.1697093355834082,1.5750810598271088,1.1695568215199716,-0.5579132467812931,0.1383296753241315,0.1211663377185531
0x1a784,1.0,-1.1043654093183226,-1.1855651848192663,-0.7983709801646693,1.0482809632526842,-0.2614603877766818,-0.6789456672882995,-0.1477460524542314,0.0846185474365748,-0.522472112555829,0.3324525156933459
0x349f,0.0,-0.4405975238825833,0.2377767726979816,-0.0131172228781649,-0.2403558284142017,1.7570627604753364,0.9603464978865428,-0.3672965314499319,0.0350659669056337,0.5788642005774386,0.3324525156933459
0x527f,1.0,-0.2363612514408173,0.0989141426962988,-1.7581255724037304,-0.6193666494926976,0.8395522385426009,1.5750810598271088,-0.5868470104456325,-0.3299713763389645,-0.4123384812425023,0.966311049617724
0x1f358,1.0,0.1976408274979353,1.8780915895928592,0.9757208418529888,0.3660614853113916,0.380796977576233,0.345611935945977,1.1695568215199716,2.8793840893816447,0.6889978318907654,-1.1465507301302036
0x81bc,0.0,-1.3341312158153094,-0.1440954598066459,-0.0131172228781649,-0.8467731421397952,1.1148053951224215,-0.0642111053477336,0.8402311030264209,-0.5810377843623988,0.1383296753241315,-0.723978374180618
0x1eeb4,1.0,0.2742294296635976,-1.515363931073263,-1.1764561225618753,1.42729178433118,0.380796977576233,0.345611935945977,1.6086577795113728,-1.1029916326216436,-0.081937587302522,0.966311049617724
0x7ee0,1.0,-0.9256586709317774,1.461503699587811,-0.1876180578307214,1.7305004411939766,0.7478011863493272,0.345611935945977,0.1815796660393193,-1.28798793327049,0.358596937950785,-0.5126921962058252
0x1ddb,0.0,-1.1043654093183226,0.3419237451992436,-0.0131172228781649,0.2144571568799932,0.2890459253829595,-1.4985917498757206,1.0597815820221217,-1.0980363745685495,-0.3022048499291755,-0.0901198402562396
0x1670c,0.0,-0.7980110006556738,-0.0312695729302787,-0.0131172228781649,0.2144571568799932,1.2065564473156951,-0.2691226259945889,0.7304558635285707,-1.089777611146726,1.0193987258307455,0.966311049617724
0xd4b2,0.0,0.5039952361605844,0.6370068339528195,-0.0131172228781649,-1.9838056053752824,-1.3624730140959644,0.1407004152991216,0.0718044265414691,0.1126983430707747,1.4599332510840526,0.3324525156933459
0x164e9,0.0,-1.8702514309749447,0.1162719714465092,-0.0131172228781649,-0.9225753063554942,1.9405648648618836,-0.2691226259945889,1.1695568215199716,-0.0078796028878483,1.1295323571440723,-1.5691230860797891
